@PetraQld,7. Now have PTSD lost job family friends and now my home. Can't get correct compensation as over 2 yrs and other hurdles! #MeToo,http://twitter.com/PetraQld/status/920587687861481473,"October 18, 2017 at 03:19PM"
@nicolasbureau1,"RT @Clemencerobin: « She is overreacting », « surely it can’t be that bad », « what’s wrong again today?» 
Do you trust women? #metoo 
https://t.co/irGf40pQ9H",http://twitter.com/nicolasbureau1/status/920587693679136769,"October 18, 2017 at 03:19PM"
@Speedmaster355,RT @KTHopkins: This whistleblower is brave. #MeToo https://t.co/UqiF8jiUa4,http://twitter.com/Speedmaster355/status/920587695411421184,"October 18, 2017 at 03:19PM"
@Anna_Koalaa,"RT @BordierLea: Je prépare une vidéo sur #MeToo et j'ai besoin de visages de femmes en face caméra dispo sur paris ces prochains jours, plus d'infos en MP !",http://twitter.com/Anna_Koalaa/status/920587698561343488,"October 18, 2017 at 03:19PM"
@MarjoleinenMees,"Eens. Deze en vele andere acties en/of uitspraken zijn stigmatiserend. Het is niet dé man, dé vrouw, dé buitenlande… https://t.co/rmHba0f6GR",http://twitter.com/MarjoleinenMees/status/920587703414132736,"October 18, 2017 at 03:19PM"
@kirstebelle,"RT @JensenAckles: For my wife, for my daughters, for all women...I stand with all of you.  This has gotta change.  #metoo #nomore",http://twitter.com/kirstebelle/status/920587711408492544,"October 18, 2017 at 03:19PM"
@sillysah,"RT @elise3aum: I would love to see a new hashtag trend where instead of the women saying #MeToo, the men that need to take responsibility say #IDid.",http://twitter.com/sillysah/status/920587718001922048,"October 18, 2017 at 03:19PM"
@shhaalini,"RT @yasssmean: #MeToo I was groped outside the kaabah, the holiest place in the world, while wearing a black abaya and hijab and no makeup.",http://twitter.com/shhaalini/status/920587730509107200,"October 18, 2017 at 03:19PM"
@vbha6618,"#metoo may highlight the significant extent of abuse. But it dilutes those stories that truly need to be told, more than the rest.",http://twitter.com/vbha6618/status/920587731066957825,"October 18, 2017 at 03:19PM"
@Cora_Pizza,"RT @JeanneMorose: Je vais essayer de faire un thread sur mon ressentiment sur #BalanceTonPorc et #MeToo, ça risque d'être un peu déconstruit, pardon d'avance.",http://twitter.com/Cora_Pizza/status/920587733390807040,"October 18, 2017 at 03:19PM"
@matleenahei,RT @katjuaro: Minä myös. Koska ilmiö ja sen valta on minua suurempi. #MeToo https://t.co/sgA2jj4Rdf,http://twitter.com/matleenahei/status/920587736893001728,"October 18, 2017 at 03:19PM"
@kakrabadd,RT @kerrywashington: #MeToo https://t.co/uzyiQx2Sgr,http://twitter.com/kakrabadd/status/920587737073377281,"October 18, 2017 at 03:19PM"
@vaIiantchild,RT @mametown: #metoo https://t.co/7iVveTmhDN,http://twitter.com/vaIiantchild/status/920587739011207168,"October 18, 2017 at 03:19PM"
@Sirkandina,#MeToo https://t.co/sqS6VxNph2,http://twitter.com/Sirkandina/status/920587739631902720,"October 18, 2017 at 03:19PM"
@Heinrock,"RT @Neece80: For anyone wondering why more women don't report harrassment and/or assault, here is a helpful visual. #MeToo https://t.co/RkwKvffy46",http://twitter.com/Heinrock/status/920587740122509312,"October 18, 2017 at 03:19PM"
@snigirr,"RT @radfemfatale: Saw a guy literally just say that unless men are included, #metoo is pointless.

So there ya go. Women's lives and… https://t.co/KPKxowwF94",http://twitter.com/snigirr/status/920587742488289280,"October 18, 2017 at 03:19PM"
@Gray_eminence_,RT @MMKlimczak: Bardzo dobry poradnik znaleziony w sieci (nie znam autora). A propos akcji #metoo #jatez https://t.co/ZY7Nq2mxs9,http://twitter.com/Gray_eminence_/status/920587743092183041,"October 18, 2017 at 03:19PM"
